times 50ms 40ms 30ms 20ms 2ms 161266.258533333 193284.777466667 183681.662133333 187084.9704 210850.4892
1 19618.7 18191.92 22008.65 24638.23 34052.1     
2 19783.43 18303.09 21983.28 24581.44 33243.41     
3 19701.04 18382.94 22009.22 24418.94 32896.03     
4 19892.42 18364.03 22047.28 24518.1 32397.54     
5 19764.64 18328.66 21958.31 24446.98 32327.4     
6 19914.86 18362.29 22109.07 24293.91 32076.23     
7 19824.93 18340.42 22060.3 24516.13 32000.56     
8 19781.83 18296.27 21960.24 24446.89 32152.67     
9 19914.99 18317.95 21957.79 24450.82 32064.07     
10 19805.45 18467.56 22124.43 24382.46 31970.53     
11 19912.07 18488.68 22124.34 24518.23 31936.04     
12 19900.96 18507.44 22123.96 24518.05 31974.33     
13 19870.36 18638.1 22162.25 24510.93 32150.87     
14 19933.9 18765.6 22251.35 24574.37 32038.25     
15 19850.42 18808.62 22251.96 24645.2 32001.04     
16 19997.26 19063.23 22251.79 24603.1 31974.3     
17 20065.91 19276.55 22417.4 24645.15 31721.24     
18 20045.99 19407.71 22436.23 24738.04 31555.47     
19 20275.28 19682.76 22441.72 24731.45 31411.23     
20 20361.21 19933.22 22634.72 24734.33 31012.4     
21 20443.1 20274.75 22685.03 24829.17 30598.86     
22 20681.43 20528.96 22893.04 24835.1 30444.35     
23 19300.78 20872.39 22926.09 24835.52 30122.51     
24 15851.99 19751.56 21409.53 24935.64 29745.63     
25 17995.01 17702.92 18591.15 21633.58 29454.55     
26 17691.28 18682.77 21397.2 22639.32 24726.15     
27 17750.33 18892.73 21550.44 25150.45 39720.28     
28 18020.87 18843.1 21659.52 25247.35 34860.58     
29 18060.5 18998.61 21791.89 25212.17 34179.31     
30 18109.42 19127.16 21796.93 25219.35 33824.21     
31 18197.55 19102.32 21774.14 25112.48 33566.05     
32 18173.1 19126.51 21741.5 25056.3 33311.6     
33 18257.68 19131.86 21880.18 24999.18 33018.95     
34 18110.4 19127.91 21766.65 25048.52 32881.78     
35 18213.75 19148.49 21740.2 24999.02 32839.31     
36 18212.92 19171.07 21844.31 24956.2 32891.01     
37 18195.06 19168.26 21767.69 24992.02 32776.17     
38 18204.47 19147.82 21830.73 24992.07 32827.38     
39 18234.32 19211.83 21843.33 25017.85 32802.05     
40 18319.1 19232.92 21893.66 25026.96 32847.17     
41 18340.09 19338.98 21932.51 25091.73 32827.38     
42 18447 19401.52 21905.76 25177.36 32817.04     
43 18637.82 19572.81 22022.67 25117.64 32707.67     
44 18701.79 19682.71 22098.34 25211.7 32445.37     
45 18914.21 19829.61 22149.52 25219.03 32419.83     
46 19057.95 20061.96 22289.5 25247.58 32163.93     
47 19214.45 20146.85 22227.05 25339.99 31846.37     
48 19591.38 20379.56 22404.91 25088.78 31527.91     
49 19786.72 20707.08 22634.27 25310.74 31053.53     
50 16968.64 20951.31 22736.55 25349.71 30692.62     
51 17271.47 18711.89 22822.67 25429.41 30417.16     
52 22144.7 14964.86 23308.95 25438.72 30155.35     
53 21203.26 14843.46 25377.46 27961.41 28621.41     
54 21738.46 15572.02 25663.63 30127.6 29577.89     
55 21806.87 15431.25 26157.58 29755.16 26439.68     
56 22250.83 15329.3 26145.53 30125.44 24877.57     
57 22531.58 15224.19 26651.79 30125.9 24390.15     
58 22584.46 15078.4 26591.42 30345.04 23786.24     
59 22697.46 15027.82 26746.55 30288.35 23393.47     
60 22760.65 14853.32 26825.29 30415.89 22975.19     
61 22913.34 14840.36 26868.78 30409.12 22621.29     
62 22980.05 14695.59 27000.21 30507.79 22353.68     
63 22893.05 14725.45 26969.53 30508 22126.99     
64 22975.9 14676.18 27064.17 30571 21995.57     
65 22925.86 14726.21 26969.42 30635.58 21907.24     
66 22889.05 14772.39 26906.18 30544.52 21805.31     
67 22812.33 14923.97 26936.65 30409 21805.52     
68 22671.73 14999.6 26780.16 30445.74 21868.89     
69 22632.89 15269.62 26650.77 30255.45 22085.43     
70 22442.32 15537.69 26586.51 30126.24 22162.23     
71 22340.3 15810.5 26236.39 29968.96 22506.35     
72 22142.82 16210.35 26175.86 29616.09 22761.13     
73 21995.68 16720.28 25885.91 29392.53 22980.68     
74 18802.73 17168.62 25626.42 29043.32 23489.66     
75 18063.49 16468.16 17652.93 28620.09 23972.56     
76 18467.66 15446.39 23983.85 25701.88 24352.65     
77 18680.67 15733.86 23872.78 28598.97 25765.84     
78 18915.29 15827.52 23755.71 29137.14 30991.28     
79 19041.52 15992.28 23973.27 28886.99 30700.71     
80 19107.67 15989.88 24053.95 28946.23 29971.26     
81 19161.47 16064.32 24010.73 28851.59 29650.73     
82 19275.69 16073.87 24092.57 28853.6 29368.36     
83 19209.7 16083.08 24128.8 28853.64 29097.74     
84 19280.96 16021.9 24104.83 28757.34 29013.98     
85 19293.5 16080.21 24128.68 28883.32 28818.18     
86 19254.36 16019.02 24136.24 28966.28 28630.99     
87 19232.68 16051.87 24092.77 28945.81 28663.07     
88 19254.3 16082.38 24046.48 28819.93 28665.13     
89 19232.99 16191.18 24150.07 28789.15 28757.78     
90 19233.21 16293.06 24045.56 28754.55 28825.56     
91 19254.66 16383.31 24037.24 28659.99 28853.61     
92 19278.91 16574.73 23982.87 28566.44 28882.46     
93 19341.02 16804.07 23870.87 28500.76 28983.45     
94 19464.8 17095.52 23904.22 28311.65 29003.71     
95 19532.48 17367.28 23887.98 28145.9 29017.32     
96 19576.38 17805.43 23837.59 28022.62 29076.99     
97 19740.51 18075.65 23745 27804.16 29041.71     
98 19977.99 18469.36 23660.32 27475.67 29107.88     
99 20146.65 18977.84 23691.3 27320.2 28790.63     
100 20297.48 19468.18 23745.29 27064.39 28821.38     
101 17040.15 19764.66 23681.83 26936.4 28691.57     
102 21867.63 17290.96 20113.59 26651.38 28725.5     
103 21953.41 22381.24 19609.2 25454.5 28469.7     
104 21741.39 22034.43 17966.77 29294.43 25627.59     
105 22752.5 22684.06 17721.67 31403.76 28505.64     
106 22621.83 22672.02 17614.68 31401.13 24990.95     
107 22966.79 23116.9 17403.21 31592.93 24225.38     
108 23298.28 23143.1 17236.91 31522.15 23562.32     
109 23425.69 23334.48 17187.98 31529.71 22949.81     
110 23435.93 23489.42 16996.85 31755.81 22491.93     
111 23589.96 23525.48 16891.67 31718.89 22098.49     
112 23654.25 23626.49 16740.14 31835.91 21802.89     
113 23653.57 23680.5 16702.55 31882.17 21549.56     
114 23754.42 23680.06 16564 31883.8 21382.39     
115 23655.03 23689.96 16684.33 31974.75 21246.9     
116 23617.03 23717.61 16611.25 32000.05 21104.39     
117 23654.79 23586.62 16693.54 31785.47 21087.61     
118 23499.24 23591.17 16747.73 31847.36 21016.11     
119 23386.06 23435.93 16914.46 31756.79 21180     
120 23295.71 23425.57 17085.11 31592.65 21319.02     
121 23027.69 23234.63 17315.85 31465.82 21485.96     
122 23014.68 23026.33 17595.4 31109.65 21807.46     
123 22704.68 22993.52 18038.91 30891.94 22033.99     
124 22633.94 22762.47 18341.87 30544.24 22416.64     
125 22408.9 22696.97 18829.84 30063.75 22951.65     
126 17717.5 22505.34 19309.41 29681.19 23335.19     
127 23481.39 18256.53 18887.63 29299.78 23898.67     
128 22241.61 23854.35 20748.11 22818.4 24428.48     
129 23007.93 23335.27 20913.45 23823.68 23553.11     
130 22772.38 23015.65 21548.34 21493.88 33163.35     
131 23135.96 23508.05 21422.39 21016.76 30414.45     
132 23398.61 23765.9 21513.23 20489.62 29709.61     
133 23499.31 23781.03 21779.97 20117.03 29078.39     
134 23680.52 23844.82 21673.24 19914.31 29067.69     
135 23713.81 23972.41 21765.89 19573.83 28818.49     
136 23744.34 24155.38 21868.76 19423.57 28617.94     
137 23886.95 24136.66 21821.61 19233.97 28533.79     
138 23999.31 24136.99 21870.69 19011.1 28375.19     
139 23881.58 24193.63 21831.54 18894.67 28310.63     
140 23908.94 24098.26 21754.54 18872.52 28278.66     
141 24036.74 24202.42 21797.16 18731.54 28215.58     
142 23901.66 24128.41 21844.25 18786.91 28117.71     
143 23854.76 24097.53 21704.19 18914.22 28119.95     
144 23885.64 24072.56 21712.86 18935.69 28214.7     
