  Time         h1-eth0      
HH:MM:SS   Kbps in  Kbps out
09:13:43      0.00      0.00
09:13:44      0.00      0.00
09:13:45      0.00      0.00
09:13:46      0.00      0.00
09:13:47      0.00      0.00
09:13:48      0.00      0.00
09:13:49      0.00      0.00
09:13:50      0.00      0.00
09:13:51      0.00      0.00
09:13:52      0.00      0.00
09:13:53      0.00      0.00
09:13:54      0.00      0.00
09:13:55      0.00      0.00
09:13:56      0.00      0.00
09:13:57      0.00      0.00
09:13:58      0.00      0.00
09:13:59      0.00      0.00
09:14:00      0.00      0.00
09:14:01      0.00      0.00
09:14:02      0.00      0.00
09:14:03      0.00      0.00
09:14:04      0.00      0.00
09:14:05      0.00      0.00
09:14:06      0.00      0.00
09:14:07      0.00      0.00
09:14:08      0.00      0.00
09:14:09      0.00      0.00
09:14:10      0.00      0.00
09:14:11      0.00      0.00
09:14:12      0.00      0.00
09:14:13      0.00      0.00
09:14:14      0.00      0.00
09:14:15      0.00      0.00
09:14:16      0.00      0.00
09:14:17      0.00      0.00
09:14:18      0.00      0.00
09:14:19      0.00      0.00
09:14:20      0.00      0.00
09:14:21      0.00      0.00
09:14:22      0.00      0.00
09:14:23      0.00      0.00
09:14:24      0.00      0.00
09:14:25      0.55      0.00
09:14:26      0.00      0.00
09:14:27      0.33      0.33
09:14:28      0.33      0.33
09:14:29      0.00      0.00
09:14:30      0.00      0.00
09:14:31      0.00      0.00
09:14:32      0.00      0.00
09:14:33      0.00      0.00
09:14:34      0.00      0.00
09:14:35      0.00      0.00
09:14:36      0.00      0.00
09:14:37      0.55      0.00
09:14:38      0.00      0.00
09:14:39      3.17      0.55
09:14:40      0.00      0.00
09:14:41      0.00      0.00
09:14:42      0.00      0.00
09:14:43      0.55      0.00
09:14:44      0.00      0.00
09:14:45      0.00      0.00
09:14:46      0.00      0.00
09:14:47      0.00      0.00
09:14:48      0.00      0.00
09:14:49      0.00      0.00
09:14:50      0.00      0.00
09:14:51      0.00      0.00
09:14:52      0.00      0.00
09:14:53      0.00      0.00
09:14:54      0.00      0.00
09:14:55      0.00      0.00
09:14:56      0.00      0.00
09:14:57      0.00      0.00
09:14:58      0.00      0.00
09:14:59      0.00      0.00
09:15:00      0.00      0.00
09:15:01      0.00      0.00
09:15:02      0.00      0.00
09:15:03      0.00      0.00
09:15:04      0.00      0.00
09:15:05      0.00      0.00
09:15:06      0.00      0.00
09:15:07      0.00      0.00
09:15:08      0.00      0.00
09:15:09      0.00      0.00
09:15:10      0.00      0.00
09:15:11      0.00      0.00
09:15:12      0.00      0.00
