08:08:17      0.00      0.00
08:08:18      0.00      0.00
08:08:19      0.00      0.00
08:08:20      0.00      0.00
08:08:21      0.00      0.00
08:08:22      0.00      0.00
08:08:23      0.00      0.00
08:08:24      0.00      0.00
08:08:25      0.00      0.00
08:08:26      0.00      0.00
08:08:27      0.00      0.00
08:08:28      0.00      0.00
08:08:29      0.00      0.00
08:08:30      0.00      0.00
08:08:31      0.00      0.00
08:08:32      0.00      0.00
08:08:33      0.00      0.00
08:08:34      0.00      0.00
08:08:35      0.00      0.00
08:08:36      0.00      0.00
08:08:37      0.00      0.00
08:08:38     82.68      4.23
08:08:39     70.87      3.43
08:08:40    165.38      7.68
08:08:41    318.94     14.29
08:08:42    106.32      4.59
08:08:43    283.49     13.11
08:08:44    496.12     19.54
08:08:45    106.64      4.82
08:08:46     94.50      4.59
08:08:47    400.61     15.79
08:08:48      0.00      0.00
08:08:49      0.00      0.00
08:08:50    270.14     11.36
08:08:51     35.44      1.89
08:08:52     11.81      0.51
08:08:53      0.00      0.00
08:08:54      0.00      0.00
08:08:55    484.29     21.27
08:08:56     23.62      1.03
08:08:57    118.12      5.71
08:08:58    389.81     15.95
08:08:59    914.28     27.22
08:09:00    177.19      7.51
08:09:01    257.82     10.39
08:09:02     59.10      2.58
08:09:03     69.85      2.15
08:09:04    116.58      3.89
08:09:05     47.25      2.34
08:09:06      0.00      0.00
08:09:07      0.00      0.00
08:09:08      0.00      0.00
08:09:09      0.00      0.00
08:09:10     11.81      0.67
08:09:11      0.00      0.00
08:09:12      0.00      0.00
08:09:13      0.00      0.00
08:09:14      0.00      0.00
08:09:15      0.00      0.33
08:09:16      0.33      0.33
08:09:17     11.81      0.51
08:09:18      0.00      0.00
08:09:19      0.00      0.00
08:09:20      0.00      0.00
08:09:21      0.00      0.00
08:09:22      0.00      0.00
08:09:23      0.00      0.00
08:09:24      0.00      0.00
08:09:25      0.00      0.00
08:09:26      0.00      0.00
08:09:27      0.00      0.00
08:09:28      0.00      0.00
08:09:29      0.00      0.00
08:09:30      0.00      0.00
08:09:31      0.00      0.00
08:09:32    176.67      8.08
08:09:33      0.00      0.00
08:09:34      0.00      0.00
08:09:35      0.55      0.00
08:09:36      0.00      0.00
08:09:37      0.00      0.00
08:09:38      0.00      0.00
08:09:39      0.00      0.00
08:09:40      0.00      0.00
08:09:41      0.00      0.00
08:09:42      0.00      0.00
08:09:43      0.00      0.00
08:09:44      0.00      0.00
08:09:45      0.00      0.00
08:09:46      0.00      0.00
08:09:47      0.00      0.00
08:09:48      0.00      0.00
08:09:49      0.00      0.00
08:09:50      0.00      0.00
08:09:51      0.00      0.00
08:09:52      0.00      0.00
08:09:53      0.00      0.00
08:09:54      0.00      0.00
08:09:55      0.00      0.55
08:09:56      0.00      0.00
08:09:57      0.00      0.00
08:09:58      0.83      0.00
08:09:59      0.00      0.00
08:10:00      0.00      0.00
08:10:01      0.00      0.00
08:10:02      0.00      0.00
08:10:03      0.00      0.00
08:10:04      0.00      0.00
08:10:05      0.00      0.00
08:10:06      0.00      0.00
08:10:07      0.00      0.00
08:10:08      0.00      0.00
08:10:09      0.00      0.00
08:10:10      0.00      0.00
08:10:11      0.00      0.00
08:10:12      0.00      0.00
08:10:13      0.00      0.00
08:10:14      0.00      0.00
08:10:15      0.00      0.00
08:10:16      0.00      0.00
08:10:17      0.00      0.00
08:10:18      0.00      0.00
08:10:19      0.00      0.00
08:10:20      0.55      0.00
08:10:21      0.00      0.00
08:10:22      0.00      0.00
08:10:23      0.00      0.00
08:10:24      0.00      0.00
08:10:25      0.00      0.00
08:10:26      0.00      0.00
08:10:27      0.00      0.00
08:10:28      0.00      0.00
08:10:29      0.00      0.00
08:10:30      0.00      0.00
08:10:31      0.00      0.00
08:10:32      0.00      0.00
08:10:33      0.00      0.00
08:10:34      0.00      0.00
08:10:35      0.00      0.00
08:10:36      0.00      0.00
08:10:37      0.00      0.00
08:10:39      0.00      0.00
08:10:40      0.00      0.00
08:10:41      0.00      0.00
08:10:42      0.00      0.00
08:10:43      0.00      0.00
